"","geneid","Mlowhi.logFC","Mlowhi.AveExpr","Mlowhi.t","Mlowhi.P.Value","Mlowhi.adj.P.Val","Mlowhi.B","Plowhi.logFC","Plowhi.AveExpr","Plowhi.t","Plowhi.P.Value","Plowhi.adj.P.Val","Plowhi.B","Diff.logFC","Diff.AveExpr","Diff.t","Diff.P.Value","Diff.adj.P.Val","Diff.B"
"17","1360{}6325",0.158979037158542,0.799017613480939,0.681492278589857,0.506509711581635,0.700854185990931,-6.28137732653324,0.00151285319726402,0.799017613480939,0.00680901752832734,0.99466185055478,0.997984549672532,-6.34674779137764,0.157466183961278,0.799017613480939,0.488786130904558,0.632446520972677,0.846967045661125,-5.86423855490928
"18","1360{}6331",-0.526569138067611,0.752656693112801,-1.85700527619899,0.0841472641987708,0.237746441673946,-4.82894792646576,0.034361352783597,0.752656693112801,0.150808082293152,0.882245855891447,0.928295142487273,-6.41481427570878,-0.560930490851208,0.752656693112801,-1.5420418692886,0.145022929726071,0.45106132658184,-4.87412386465221
"19","1360{}6332",-0.431825320996647,-2.50774046810693,-0.334472384230843,0.743719204391565,0.864816166254193,-5.37718519958704,-1.27207262065907,-2.50774046810693,-1.75483631098846,0.10441633337458,0.206475271912365,-4.41180797396215,0.840247299662428,-2.50774046810693,0.56748600278371,0.580706043051974,0.820392999472861,-5.03369109463455
"20","1360{}6337",0.395367711581014,-1.00643909328527,0.801200449139508,0.436201212602783,0.644997294940445,-5.70428003685174,1.80793315299785,-1.00643909328527,3.5029734032807,0.00344167041469066,0.0168544528020198,-1.63774251401695,-1.41256544141684,-1.00643909328527,-1.97820965042403,0.0676172131400511,0.317072716385963,-3.978273171508
"21","1360{}6362",-6.54685094479241,-4.07939815757942,-10.4068499762679,4.91731547543709e-08,2.10975706700147e-05,5.04323555373273,-0.0204547137978439,-4.07939815757942,-0.0268222687033766,0.978974339707475,0.987985699421348,-5.21343146473249,-6.52639623099456,-4.07939815757942,-6.60170016966695,1.09852127080344e-05,0.00211333260195266,-0.577542708335295
"22","1360{}6371",-1.33649607362942,-0.127502647879203,-3.95020517010984,0.00141141801200415,0.0178063000852179,-0.875137958809308,-0.00257455768338918,-0.127502647879203,-0.00956056083415915,0.992504749438645,0.996690325609182,-6.14293670217463,-1.33392151594603,-0.127502647879203,-3.08477493387886,0.00795087774908847,0.107326286001867,-2.3406243790004
"23","1360{}6387",0.99288316960476,-2.0031069028191,1.96814134413038,0.0688687922418918,0.209618612695513,-4.17160407396054,0.274551024404328,-2.0031069028191,0.51413580616531,0.61505492506563,0.732643196654697,-5.45900824076037,0.718332145200433,-2.0031069028191,0.977835185226133,0.344501712208054,0.665087222340154,-4.93804312101878
"24","1360{}6427",-5.89904147278517,-3.98594591719363,-8.80286027928448,3.93081796758482e-07,8.00397798628e-05,4.0267532898662,1.4214572905855,-3.98594591719363,1.81387817655165,0.0908529056531936,0.186452771634079,-4.1253255607998,-7.32049876337067,-3.98594591719363,-7.09962647872269,4.89887202427687e-06,0.00166795931138084,-0.327418196142961
"25","1360{}644",-0.0555009069552175,-1.29276504330606,-0.157675638154742,0.876929838412646,0.937968089009692,-5.88037035998743,0.595137227666404,-1.29276504330606,2.06775691923799,0.057365995325661,0.132443231141202,-4.04530208257979,-0.650638134621622,-1.29276504330606,-1.43096274193443,0.174052533161954,0.492178687615647,-4.62774379642343
"26","1360{}907",-0.367462195963511,-1.50646471665553,-0.767788618984754,0.455175905034221,0.661285108934369,-5.59501244598389,-0.116401239638387,-1.50646471665553,-0.294635165718673,0.772530801666431,0.854318947637792,-5.80491851804,-0.251060956325124,-1.50646471665553,-0.404550060438677,0.691828733831837,0.874831555227116,-5.37394714927779
"27","1360{}94",-0.149436557566059,1.01887017460895,-0.62373903844791,0.542677270120606,0.728090007361175,-6.21762166455009,-0.0545162555943692,1.01887017460895,-0.343665063950029,0.736127471148421,0.826293191448916,-6.53687365777616,-0.0949203019716893,1.01887017460895,-0.33034284834048,0.745958340083255,0.898404070086044,-5.96162305745057
"28","1360{}Eph[1520]",-0.175385229030024,-1.32825496926707,-0.363994550644175,0.721218113286601,0.85085648292985,-5.87638475818012,1.51943310987867,-1.32825496926707,3.25011710239989,0.00571125363378726,0.0246222080279824,-2.063753439784,-1.69481833890869,-1.32825496926707,-2.52446175646865,0.0240729000185853,0.194420241803519,-3.22669601805163
"29","1360{}RR46410",-1.85926015837615,-2.26530313418297,-1.50409414548488,0.163104460168895,0.354990953085218,-4.71812788343235,3.07401778348232,-2.26530313418297,2.29038551391737,0.0446880798827079,0.110112584868629,-3.62597896318731,-4.93327794185847,-2.26530313418297,-2.70367790408867,0.0219526831471306,0.185299365992203,-3.26110885203724
"30","14-3-3epsilon",0.0748697782499335,9.36023212266085,0.755004119277076,0.462570723056129,0.667451063529243,-7.09448729370075,0.0762530122499179,9.36023212266085,0.84913245754401,0.409877672209151,0.555099593394425,-6.89045818713783,-0.00138323399998441,9.36023212266085,-0.010339389380455,0.991894188934579,0.997968262199516,-6.86030469004649
"31","14-3-3zeta",-0.162048692812949,9.24328025265904,-2.38024363319669,0.0318137571197201,0.126789136638215,-4.86126483220444,0.106837791294014,9.24328025265904,1.71081787066953,0.108835509686822,0.212470891354858,-5.84514109564643,-0.268886484106963,9.24328025265904,-2.91053432500352,0.0112537489917542,0.131725909857399,-3.35625655105209
"32","140up",-0.10411229280898,2.94315421265037,-0.902944016479143,0.381599105368069,0.59665234080326,-6.65101303434319,0.135167648801193,2.94315421265037,1.29151904290123,0.217125918564227,0.352326622264217,-6.10702981260465,-0.239279941610174,2.94315421265037,-1.53662370540964,0.146337515105778,0.452277299745325,-5.39888602137578
"33","17.6{}1063",-0.869910918477081,-0.476611029140663,-2.64138411931461,0.0191566197513647,0.0923006275721776,-3.31444495737366,-1.10127146705302,-0.476611029140663,-3.3260511657789,0.00490534634897715,0.0220263636883947,-1.96417095507337,0.231360548575936,-0.476611029140663,0.495412388815245,0.62787807706666,0.844708853680782,-5.54689305300497
"34","17.6{}1116",-0.487049359239393,-1.44059207057078,-0.874358282600486,0.396452696047518,0.608983953421394,-5.43106082659318,-0.365569336076877,-1.44059207057078,-0.99702027442513,0.335421544012068,0.48115816366189,-5.4884864283056,-0.121480023162516,-1.44059207057078,-0.182161432244054,0.858027776796656,0.948079564905187,-5.41772549248294
"35","17.6{}1213",0.911465316847732,-2.38847834180302,0.670953496602086,0.518885728812049,0.709858034748261,-5.60924558500487,-1.83818108532474,-2.38847834180302,-0.982813032592161,0.35106091265461,0.497459790330605,-4.96727520418324,2.74964640217247,-2.38847834180302,1.18949399377109,0.264300969644535,0.589484381294119,-4.69808867099404
"36","17.6{}125",0.227119527874741,-2.9487063944281,0.831475745256848,0.419450701867978,0.629089158244017,-5.88204333541749,-0.020454713797843,-2.9487063944281,-0.0292416253797167,0.977078389072167,0.986665824155351,-5.21337994484597,0.247574241672584,-2.9487063944281,0.329682575030691,0.74644678720318,0.898614058567867,-5.1191575008636
"37","17.6{}1287",-0.652480133377561,-1.69249823292982,-0.367802199059141,0.721059766213743,0.850801396492524,-5.43438846952463,-0.0786499824517575,-1.69249823292982,-0.123107011340595,0.904580489315421,0.942425940468076,-6.21202228700622,-0.573830150925803,-1.69249823292982,-0.304333419078491,0.767416950392656,0.908242162303648,-5.22447358820781
"38","17.6{}6490",-1.147997610459,-1.10577999764974,-1.000863601844,0.340296690870091,0.556192658983632,-5.30653492335451,0.512923584268529,-1.10577999764974,0.736930054850821,0.477954720209076,0.618483078316733,-5.75862827979616,-1.66092119472752,-1.10577999764974,-1.23795024103881,0.243773063050958,0.569511982968859,-4.8093280910234
"39","17.6{}6492",0.455733740985292,-0.070522131376955,0.45987090250436,0.657143984718142,0.807201304013361,-6.27862861465005,-0.251865596235028,-0.070522131376955,-0.236198622926463,0.818871169173538,0.886735230309727,-6.07332928485001,0.707599337220321,-0.070522131376955,0.48607900050468,0.639195313042473,0.850453254899035,-5.6856012926053
"40","17.6{}6493",2.05262825576086,-2.92720263772513,1.11792390265588,0.290470047251426,0.506031495211674,-4.91298304581658,4.13989570708903,-2.92720263772513,2.90093109765026,0.0162594196689665,0.0531289785066572,-2.88507457491949,-2.08726745132817,-2.92720263772513,-0.897562099498314,0.391110842842437,0.700991325993031,-4.82608925951323
"41","17.6{}790",-2.71485537295172,-3.11396302709359,-2.37613220874361,0.038396523940948,0.142618334111637,-3.58830076043809,1.35072612620877,-3.11396302709359,0.786003488226206,0.449729530797602,0.593466199832309,-5.00249130002705,-4.06558149916049,-3.11396302709359,-1.97010978990396,0.0765506496424399,0.335046496424694,-4.01843045029231
"42","17.6{}804",-3.00326501855881,-1.35636383158943,-1.54437647538495,0.159848107834043,0.350465424167864,-4.90841978631329,2.02771863336176,-1.35636383158943,0.732212418289723,0.48426951365687,0.623754850247692,-5.24396179391512,-5.03098365192058,-1.35636383158943,-1.48674700254391,0.174176595721479,0.492178687615647,-4.50277777304575
"43","17.6{}979",0.0438210970217572,2.56686856504892,0.261132177629181,0.797735124406799,0.895001219395879,-7.03583911597053,0.483170362260958,2.56686856504892,2.73539578293372,0.0159217339641731,0.052294660692672,-3.62784288483638,-0.4393492652392,2.56686856504892,-1.80326012802426,0.0925752618625039,0.364183528855075,-4.94480987974111
"44","17.6{}RR47158",-0.372007024070252,1.16571175148437,-1.50010696644668,0.15546300438912,0.344719363726202,-5.5370838876116,0.470966490556318,1.16571175148437,1.9280382117887,0.0740656081291394,0.159790468274078,-4.71061620966251,-0.84297351462657,1.16571175148437,-2.42171237086851,0.0293737144020088,0.211898912688066,-3.60981917430509
"45","17.6{}RR48333",-0.464918942325893,-0.624611685917823,-0.889931681017695,0.38854196674156,0.602382003115612,-5.64541888617649,-0.693504843830313,-0.624611685917823,-1.68560950780867,0.114023968349284,0.219632432738134,-4.74277165317117,0.22858590150442,-0.624611685917823,0.343749621901355,0.736143442109995,0.893901252769971,-5.54529669793757
"46","17.6{}RR48352",-0.328735108078041,-0.368691045826176,-1.0492936226803,0.311552740980422,0.527858202633814,-5.55872773313199,1.36688346458085,-0.368691045826176,5.38081775037631,9.1879844462747e-05,0.00112888741140319,1.61495838711571,-1.69561857265889,-0.368691045826176,-4.2039523651403,0.000855916991197491,0.0276946389508488,-0.573872979306831
"47","1731{}2219",0.0172572847662491,2.51572821155623,0.0736560192312567,0.942505470246894,0.972516609594317,-7.05656190817721,0.663220696811034,2.51572821155623,2.54543389966453,0.0257899794018871,0.0740929416593711,-3.97418662489896,-0.645963412044785,2.51572821155623,-1.84348630206966,0.0902443563020084,0.360722745286426,-4.85636194869187
"48","1731{}pyd[1272]",-0.689809096406752,4.76524292677441,-6.40348032403965,1.52931431869659e-05,0.000905809153700594,2.90074479302654,-0.591606312402206,4.76524292677441,-6.30767033335956,1.79800351201e-05,0.0003333524759493,2.80500737947228,-0.0982027840045463,4.76524292677441,-0.687534455998193,0.502808391959133,0.77420242158411,-6.57165960289618
"49","1731{}RR43083",-0.00609484667008386,1.30281363339956,-0.0287279418463121,0.977480930193747,0.989623953773514,-6.70376425366602,-0.165919866183974,1.30281363339956,-0.771704914997736,0.45292547158359,0.596198732067106,-6.16352968321422,0.15982501951389,1.30281363339956,0.529124390894134,0.604882509481967,0.832217795467847,-5.98957075095724
"50","1731{}RR48331",-0.772877262236195,1.38775700281557,-2.09622978084422,0.0559436933027356,0.183036042493278,-4.48392402045818,-1.03114843253081,1.38775700281557,-4.52083902640067,0.000557976481140835,0.00435856564458551,-0.236833712165012,0.25827117029461,1.38775700281557,0.595716945724584,0.561470713270502,0.809844186091468,-5.90539567187157
"51","18SrRNA:CR41548",0.460537436510894,8.73161154083294,0.519632481303968,0.617101266464096,0.781050020838204,-7.26271937192216,-1.35794873584934,8.73161154083294,-1.68353976469346,0.129981144733909,0.242224583730101,-5.92074832039006,1.81848617236024,8.73161154083294,1.5174652324082,0.166847967659174,0.482406189930906,-5.75178684557053
"52","18SrRNA:CR45838",1.87434806767014,7.1062546138196,2.21419221828944,0.0570197377885351,0.185441912910216,-5.29527335914564,-1.39244814140994,7.1062546138196,-1.77939781424466,0.112272596629677,0.21727420604905,-5.79948646056398,3.26679620908008,7.1062546138196,2.83378423650931,0.0215603979226794,0.183617988849321,-3.80543494984973
"53","18w",-0.28840684724357,5.28808932401413,-3.05040883281458,0.00851587957348302,0.0544844688076747,-3.59297088277886,0.121664134160024,5.28808932401413,1.4028044265372,0.182133636525515,0.309957776325852,-6.28427683656866,-0.410070981403593,5.28808932401413,-3.19616972357501,0.00636275864859195,0.094603357858089,-2.80584089901467
"54","28SrRNA-Psi:CR40596",0.4627995892411,4.86516072472863,0.776037504038553,0.459515278909218,0.664800916135986,-7.04661265949313,-0.636879068575759,4.86516072472863,-1.17301128982995,0.273726567521531,0.415291401503382,-6.52891660900625,1.09967865781686,4.86516072472863,1.36352632253295,0.208959753494085,0.534875601063585,-5.90870930400871
"55","28SrRNA-Psi:CR45851",-6.41727770207355,2.28092302122534,-4.17449529527359,0.00296185205612557,0.0279323176580159,-1.70113918810623,-0.509344526762411,2.28092302122534,-0.136125048130652,0.8950166356661,0.936109637468353,-5.74556644770645,-5.90793317531114,2.28092302122534,-1.46047372225824,0.181516268637127,0.501435623686287,-4.7490690955443
