"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"lncRNA:CR44534",-0.168944193438788,0.395572950854837,-0.617945897156207,0.546271385008765,0.702896130093116,-6.31050716337072
"CG5731",0.0793972773323092,1.81086994951413,0.617924126047674,0.546285340788553,0.702896130093116,-6.68164468057004
"CG42753",0.0971006775350818,5.07518930015411,0.619118566747262,0.546295977513526,0.702896130093116,-7.21988542721155
"invader2{}6540",0.166779934854357,0.660885289590901,0.617814208627285,0.546355803362194,0.702896130093116,-6.37545367746492
"CG10352",-0.126196238471984,0.664087415129696,-0.617804537782911,0.546362003096599,0.702896130093116,-6.37625840399664
"CG4459",-0.0740782802109394,1.58905595670245,-0.617750205294335,0.546396835002096,0.702896130093116,-6.61355429318542
"CG6893",0.0630984580206461,3.91599234593442,0.617710841154438,0.546422071640078,0.702896130093116,-7.10557210648215
"CG7631",0.107133378709071,0.930132307986997,0.617665708697971,0.546451007174753,0.702896130093116,-6.45509472511475
"BS{}1038",0.658952536862969,1.19045650225131,0.623291394496763,0.546590094843264,0.702971619219374,-6.54657901162988
"CG14480",-0.101889881792734,6.02940947700657,-0.619119853016057,0.546602228776202,0.702971619219374,-7.26499056868488
"roo{}339",-0.0902334094840864,1.5551184246676,-0.617263403020917,0.546708972430626,0.702971619219374,-6.6153140505059
"CG42660",2.03181760382458,-1.693059109822,0.623264629534137,0.54673210282652,0.702971619219374,-5.74193507657231
"lncRNA:CR44430",0.145914507125271,-0.299808094078406,0.617214509631418,0.546740328255068,0.702971619219374,-6.12378024756921
"Dcps",0.0785434076843749,2.00161411494017,0.616973817592521,0.546894700862765,0.703056552731951,-6.72847035024728
"CG4884",-0.278335416109179,1.78200793214561,-0.620696197446257,0.546898650435517,0.703056552731951,-6.63177010307843
"CG2790",0.0403364003963969,5.02398056813551,0.616839933636722,0.546980580329989,0.703065175607978,-7.218649768622
"pyd",-0.0501027823098474,7.60745884048061,-0.616813364612234,0.546997623830958,0.703065175607978,-7.25608414050701
"Ada2a",0.103653117757273,1.32453721667266,0.616272615479276,0.547344566878013,0.703434137190068,-6.56586485131102
"eIF4E6",-0.0972883165874068,0.992151738225269,-0.61622207928005,0.547376996911878,0.703434137190068,-6.46903002312993
"asRNA:CR44375",0.198821813348014,-1.45803669601406,0.616009234094433,0.547513595238373,0.703534682010133,-5.83864000483363
"Dnali1",0.0821158592778865,4.20253591101646,0.616086948722753,0.547547563210117,0.703534682010133,-7.14496544271934
"CG33116",-0.0521734077379592,3.27876484005175,-0.615672595749154,0.547729678793978,0.703627450510625,-7.00231254819119
"CG14357",0.205134164526821,-1.41579642282939,0.615650592224,0.547743804181443,0.703627450510625,-5.8499497072956
"Atx-1",0.105224902806629,0.372280077160472,0.615628054831447,0.547758272497247,0.703627450510625,-6.29021497408851
"MKP-4",0.0478808275335492,3.14601226607377,0.615444501980416,0.547876115595547,0.703719511308566,-6.97857856535424
"lncRNA:CR43941",0.153090274950851,-0.732750245253114,0.615222055273791,0.548018947602629,0.703809796519915,-6.03071508639814
"CG15043",-0.13534834098665,5.60301906163889,-0.618338284707505,0.548075371133605,0.703809796519915,-7.24812113279704
"CG11095",0.0506926696422052,3.03807945797513,0.615119271023846,0.548084951778107,0.703809796519915,-6.95554844754466
"Obp56f",0.0902415912758886,3.67722208045962,0.615104012919814,0.548249537513475,0.703925425952398,-7.07765958513391
"Naa35",0.0545627502846956,5.30524699544406,0.61483522862664,0.548267375725391,0.703925425952398,-7.23850449513317
"CG10324",0.0727677682374545,2.39784759599197,0.614551829271045,0.548449419775441,0.704099836355633,-6.81533324754921
