"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Pfas",-0.266927489086925,5.68477962577412,-2.68110131487285,0.0175799858514572,0.0691760868515897,-4.35070774810327
"saturn",-0.244231031394648,6.35053446399535,-2.6808492302025,0.0175887383001258,0.0691926617692094,-4.36786331045846
"CG1888",0.261423431038101,2.97269827851199,2.68044034295087,0.0176029439506506,0.0692306750472038,-4.05755370565485
"Idefix{}1702",-0.788009933037196,0.917210506933631,-2.68724434162687,0.0176159340672468,0.0692638893665742,-3.56050182601973
"ND-B16.6",0.167763137068055,7.76791161434477,2.67976917243974,0.0176262859912641,0.0692750620486386,-4.34788228266382
"CG18467",0.453058720215257,1.68682604758218,2.6797237483105,0.0176278668388859,0.0692750620486386,-3.78677557824187
"CG32017",0.462317916302095,3.99891812343525,2.70399993482504,0.0176620855530601,0.0693916431628348,-4.20009452429138
"CG15544",0.397489358956739,1.87821818178657,2.67757252242599,0.0177028910596185,0.0695340360176769,-3.8090421350875
"Ugt304A1",-0.46969162304412,1.76823599787432,-2.67708786344637,0.0177198362096201,0.0695826600965241,-3.78482829651602
"CG33490",-0.24036164687079,5.06412783054888,-2.67694254005404,0.0177249202161201,0.0695846945115071,-4.32567442807451
"CaMKII",0.215054620103742,6.25526800619309,2.67641535539372,0.0177433751466954,0.0696303064778498,-4.37554642549955
"Ip259",-0.227371026039992,7.00810275029465,-2.67634965108696,0.0177456765328063,0.0696303064778498,-4.37402322405456
"CG2444",-0.463855573794012,1.95860138896368,-2.67553371552272,0.0177742799137192,0.0697066948033847,-3.84818220060609
"lncRNA:CR45893",0.557357225990342,1.35719199186266,2.67553335993669,0.017774292388842,0.0697066948033847,-3.70730661634256
"CG30002",0.383346529157192,3.46111781539773,2.6742951791874,0.0178177832623463,0.0698592788572568,-4.14769098430964
"CG9368",0.545544405901404,2.50901862701966,2.68893691166938,0.0178281999156912,0.0698821416448391,-3.96504496326856
"phu",0.847667155941938,3.41595237525887,2.7631942775773,0.0178427683089237,0.0699212622854198,-4.07239335307134
"CG34180",-0.414356363027674,2.31588923276142,-2.67259220839903,0.0178777680909714,0.0700404076366076,-3.92890237359782
"JIL-1",-0.153429475548786,6.95177512246449,-2.67244852474809,0.017882838083511,0.0700422648143685,-4.38250901748227
"lncRNA:CR46474",0.596856758253521,-0.240658577220656,2.67174744391371,0.0179075962474677,0.0701212144941952,-3.3552796773189
"ckd",0.406726600165284,0.559738448315582,2.67153905864355,0.0179149616160896,0.0701320357126139,-3.52456117672124
"asRNA:CR44031",-0.363092094766778,2.82583166123107,-2.670157129264,0.017963880088893,0.0703054783140033,-4.04649440604516
"Naglu",0.198444785364526,3.90106141630811,2.66989684018208,0.0179731084331502,0.0703235359489624,-4.22121176576656
"yellow-b",-0.3986169940098,3.88556056695513,-2.67696350002545,0.0179837992716305,0.0703473051590476,-4.20704081614983
"CG17698",0.318133944564731,4.70762830919829,2.6692893553483,0.0179946641797003,0.0703717429044476,-4.31383743032465
"CG5355",-0.155116945428115,6.54136072123279,-2.66908953670021,0.0180017599297774,0.0703814318444865,-4.39158227115094
"SCCRO4",-0.180363684958419,6.30629294821669,-2.66830406017068,0.0180296791957283,0.0704725085773018,-4.39123382249864
"lncRNA:CR43893",-0.444216904787128,1.19514466378028,-2.66811317268839,0.0180364704958455,0.0704809770145349,-3.67449565246259
"Tsp42Ek",0.331467167081857,1.25864858931351,2.66727138716085,0.0180664486583357,0.0705641963178529,-3.69663579491597
"SamDC",-0.205525647662707,5.00578922821205,-2.66720041064988,0.0180689785182383,0.0705641963178529,-4.33926025440577
"Pkd2",-0.191012159598259,5.65338416217138,-2.66712526474203,0.01807165736408,0.0705641963178529,-4.37676972781654
"CG45092",0.379339285244301,5.76055258174488,2.68460959736275,0.0181351956322332,0.0707941550807465,-4.36707661023846
"CG4927",-0.507599134908105,1.32629800492828,-2.66504332696795,0.0181460284893101,0.070818303246373,-3.70890810321939
"LManII",-0.336804824781058,7.6287593699059,-2.67161360544749,0.0181647033901417,0.0708730362687558,-4.37541976708996
"Ir76a",0.352735226654453,1.40454326988277,2.66430115601687,0.0181726118895054,0.0708819100513982,-3.73920180926903
"Gsc",-0.571992414596543,-0.18958861684003,-2.66411473695636,0.0181792950453266,0.0708819100513982,-3.36990875641759
"CG15882",-0.339603675137419,1.94545677627688,-2.66395222792085,0.0181851229621348,0.0708819100513982,-3.8605637165743
"Liprin-beta",-0.163385076467151,5.62801225262237,-2.66393943250407,0.0181855819095123,0.0708819100513982,-4.38127037577549
"beat-Ic",0.467413938235408,2.19336321052506,2.66367350400544,0.0181951227978358,0.0709009643157803,-3.91535383594424
"INE-1{}4114",0.453552974302314,-0.225365964642303,2.66345872827524,0.0182028319794348,0.0709033520623177,-3.3647350057788
"Ent3",0.264123539757778,3.63588269291873,2.6633972167949,0.01820504046062,0.0709033520623177,-4.19775305182377
"CG2310",-0.222620464858986,3.10670364602415,-2.66322035887037,0.0182113917338522,0.0709099667920051,-4.10910513531231
"CG31251",0.33425309430153,0.904688904962245,2.66225140564928,0.0182462265703892,0.0710274566877984,-3.62061580655255
"wun2",0.318271635821192,2.55943853099198,2.66177565647527,0.0182633538096974,0.0710759734575559,-3.99914932802348
"egh",-0.220341889352585,7.15579650750514,-2.66140117105777,0.0182768464322922,0.0711103241327887,-4.39998209641689
"tweek",-0.248918436975336,6.40057824672547,-2.66117440812758,0.0182850213337442,0.0711127312957441,-4.40552874902222
"be",-0.176301258150741,4.51929259942108,-2.66112515207417,0.018286797503151,0.0711127312957441,-4.30877179252584
"PIG-A",0.410362611318795,0.96121133972116,2.66076052516213,0.0182999511114226,0.071135163507771,-3.64068326213428
"CG7131",0.191106679614262,8.40660696663871,2.6607064856443,0.0183019013198143,0.071135163507771,-4.36127148176885
"CG14221",0.658481037203895,-0.0920776605619403,2.66027675920768,0.0183174166838974,0.0711773152122886,-3.39729041121969
"CG14356",0.620604976093751,0.635414788282877,2.66008005961643,0.0183245228073426,0.0711801782194072,-3.55884595700881
"CG34034",0.214967137298944,6.86732409264076,2.65999781843654,0.0183274947068867,0.0711801782194072,-4.40702835917295
"tpr",-0.689940184534703,-1.50005193451257,-2.65984299345528,0.0183330907879082,0.0711808925756223,-3.16130611277423
"ND-20L",0.316488730193817,2.88504867062539,2.65973431350518,0.018337019964035,0.0711808925756223,-4.08035064610474
"Chrac-16",0.397466860802614,1.37349017037744,2.65942091451025,0.0183483550400604,0.0712067559996233,-3.74278835525696
"psidin",-0.16575595034847,6.38215775867998,-2.65906589866583,0.0183612035075677,0.0712384779672433,-4.40968493384343
"CG12118",0.219018485653237,6.26243799447284,2.65885695283349,0.0183687695853117,0.0712496941919444,-4.40891108321131
"TMEM216",0.187282545976467,5.11055864533124,2.65863131843102,0.0183769433537045,0.0712632612494801,-4.36355594735226
"lncRNA:CR45649",0.613913592295417,-0.42472064135117,2.65847912968726,0.0183824584863466,0.0712665142029818,-3.33215344704769
"Tsp42En",0.510453425484526,0.430540803998684,2.6579102731029,0.0184030873233352,0.0713156328924307,-3.52149741605557
"CG14419",-0.451808685322524,1.88431694147832,-2.65787169411205,0.0184044871499954,0.0713156328924307,-3.84796196826344
"RpL18",-0.17538419103741,9.11059780801589,-2.65733596740822,0.0184239364711721,0.0713702832065756,-4.34113635319002
"rho-4",-0.291291717820938,4.54488449765907,-2.65722529162273,0.0184279569828002,0.0713702832065756,-4.3180806999325
"lncRNA:CR43627",-0.233983637703197,3.3540880293419,-2.65691587336717,0.0184392016999729,0.0713820549926369,-4.16153534168016
"Cpr57A",0.331827035465006,3.06761457426699,2.65686406840533,0.0184410850171703,0.0713820549926369,-4.11085714094456
"CG15643",0.271809137511537,1.33633223617996,2.65663711919667,0.0184493377192704,0.0713820549926369,-3.73391106932698
"CG13563",0.549681197819763,0.317034140268821,2.6566262808577,0.0184497319301835,0.0713820549926369,-3.49453131766213
"epsilonCOP",0.193458058073568,4.62723115776811,2.65604720451011,0.0184708058789904,0.0714387934466298,-4.33279947962238
"CG7601",0.192602541707952,3.83532301865379,2.65596575237604,0.0184737719798667,0.0714387934466298,-4.24497663750134
"PIG-Wa",0.731747193452608,-0.0865837623789711,2.65574801173865,0.0184817033234996,0.071451334005615,-3.42448629953289
"CG14983",0.349630810702629,1.70201132872427,2.65527356012563,0.0184989969341697,0.0715000540899686,-3.82977934051854
"CG7970",0.159986791601471,6.12402284848919,2.65438791108492,0.0185313204266287,0.0716068263949851,-4.41555768758283
"CG15475",-0.191235061782921,6.52070956200837,-2.65328232951215,0.0185717474126589,0.0717448493203856,-4.42147613504278
"CG5327",0.265766598862354,5.17652982068492,2.65302187039192,0.018581283829924,0.0717634986234268,-4.3804034612721
"lncRNA:CR43423",-0.720165703997854,-0.885605720654212,-2.65277591016125,0.0185902937321089,0.0717801055174409,-3.25737831969671
"BicD",-0.18755889557431,5.88205587646852,-2.65189908509136,0.0186224475587019,0.0718860437676335,-4.41346594977757
"CG14219",-0.665375556559166,2.3001448845814,-2.68179050222666,0.0186385964583069,0.0719291328635171,-3.94057938229597
"park",0.261249684002881,3.87464760798997,2.65119612196979,0.0186482645547728,0.0719291328635171,-4.25731369149259
"Tollo",-0.196195650072798,3.83076571126367,-2.65112176588402,0.0186509973756631,0.0719291328635171,-4.24673997752275
"CG8745",-0.175042896505355,6.60647969093895,-2.65108118411605,0.0186524890470223,0.0719291328635171,-4.42574037466104
"CG13995",0.374829200127416,3.52716155307623,2.65012226031185,0.0186877699530107,0.0720347633392385,-4.20629049246958
"Slip1",0.148400217542704,5.78838238062815,2.65007978324955,0.0186893342679363,0.0720347633392385,-4.41473293844907
"CG17636",-0.236008387906194,2.6163678327386,-2.64900865754414,0.0187288227773861,0.0721687128008507,-4.04310941376535
"CG12541",0.289130574185829,2.92593355404288,2.64730210300325,0.0187919038547162,0.0723574173242811,-4.10750902168511
"Ubx",0.294103700265845,3.835721297567,2.64721451441773,0.0187951470119234,0.0723574173242811,-4.2552845027055
"Gnf1",-0.148320687494523,5.18861257646234,-2.64721368883773,0.0187951775833852,0.0723574173242811,-4.39011421852511
"CG10104",0.256018485242936,2.86889666470152,2.64717026161726,0.018796785773414,0.0723574173242811,-4.10257299544184
"SPE",-0.23340838783327,5.50872513258562,-2.6467611669501,0.0188119418302985,0.0723974731044821,-4.40843163676623
"CG15025",-0.21839226311036,5.49064121728966,-2.64602914090262,0.0188390912571617,0.0724836533095544,-4.40988882513113
"CG44247",0.442390688569987,5.57141543070562,2.68176536040692,0.0188451898697119,0.0724888171666858,-4.38175048063474
"Cyp4e1",-0.264740842098922,4.32926807039534,-2.64553403588944,0.0188574751996189,0.0725177698819559,-4.32008335752425
"CG3407",0.22412555645176,2.46042447116256,2.64523058033129,0.0188687514955718,0.0725330492826358,-4.01574013254925
"lncRNA:CR44330",0.572408474875082,-0.362931493138691,2.64513275793699,0.0188723879277891,0.0725330492826358,-3.38077876064784
"Srp54k",-0.146664200634853,6.19070784112734,-2.64504296138935,0.0188757266046544,0.0725330492826358,-4.43416240811628
"Rbp6",0.299944356565719,7.90901603895853,2.64483966077596,0.0188832875233657,0.0725438119122998,-4.40882113658686
"lncRNA:CR45245",-0.754598589553767,0.570440346600921,-2.64466819745845,0.0188896666610964,0.0725500302205415,-3.58298925928755
"Cp18",0.737817558707258,-0.255746399269941,2.64428953203695,0.018903761942651,0.0725578483586136,-3.38032250716594
"tex",0.281147549964377,1.91017524183654,2.64428064336217,0.0189040929329523,0.0725578483586136,-3.88928514438704
"mspo",0.184450793891857,4.62468552955434,2.64417441631741,0.0189080489752068,0.0725578483586136,-4.35328687794053
"Obp99b",-0.712550216777317,6.54416348755592,-2.73810790952659,0.0189140675678771,0.0725578483586136,-4.35550017014564
"CG42524",0.314938610615003,2.46856483377929,2.64395461456769,0.0189162372365252,0.0725578483586136,-4.02517373631234
"CNT2",-0.346064107279077,1.54379481560583,-2.64372255581834,0.018924885824624,0.0725578483586136,-3.79440432505788
"CG9928",0.291816111893078,5.93762083636428,2.64359771239461,0.0189295401893121,0.0725578483586136,-4.43169319420234
"RhoBTB",0.167857705452885,5.33430252431518,2.64359100296042,0.0189297903591764,0.0725578483586136,-4.40643614813297
"vls",0.23165099060313,2.61692408289033,2.64342035819154,0.0189361541421302,0.0725639902253115,-4.05320248432906
"GABA-B-R3",0.263468938849022,3.93373387552475,2.6427339601622,0.0189617725744193,0.0726387029516603,-4.27665029685637
"mEFG1",0.175100250729326,3.69903535590447,2.64264263396996,0.0189651836643475,0.0726387029516603,-4.24678290324098
"CG9143",-0.282069419739418,2.26087758107662,-2.64123134125089,0.0190179717383828,0.0728151170934999,-3.97701917310918
"lncRNA:CR44184",0.846303859169967,-1.53761964671016,2.64115585332941,0.0190207992880068,0.0728151170934999,-3.19412540763087
"pall",0.20658631419255,3.73689950787386,2.64096880339835,0.0190278073634393,0.0728236524909129,-4.25268487886231
"Sin3A",-0.207420248636659,6.87402789148832,-2.64077295388258,0.0190351477997839,0.0728334553022109,-4.44363058777622
"GstE13",0.22400225824852,3.78752642952489,2.64062008819784,0.0190408791033961,0.0728370977750393,-4.26194977509423
"CG3640",-0.266601600768365,5.44466013959163,-2.64044915879004,0.0190472896334044,0.0728433360133206,-4.41889090563906
"lncRNA:CR43411",-0.6182490461989,0.829888538677775,-2.64031403807574,0.0190523586707275,0.0728444420827615,-3.64705611626787
"CG7264",-0.188410893241607,5.47185938209274,-2.63985211792926,0.0190696973918182,0.0728924475172584,-4.42078087596533
"CG17109",-0.258650790446948,3.80763619689609,-2.63911584535134,0.0190973657664119,0.0729799032798688,-4.2628779037438
"Bacc",-0.194916336802529,8.0708216199134,-2.63888957093935,0.0191058767143257,0.072994124122919,-4.4151956910068
"shd",0.36523511913774,1.83099571944257,2.63811194643957,0.0191351537433246,0.0730867982422006,-3.88006938235532
"Inx2",-0.271624908392266,6.51211307933545,-2.63799062857659,0.019139725182718,0.0730867982422006,-4.45011254691112
"Hen1",0.287623641897642,3.34411123942966,2.63768521840877,0.0191512381667961,0.0731124423000934,-4.20168798526958
"qin",0.257119722202009,2.40466222958567,2.63753492388992,0.0191569062432833,0.0731157653763179,-4.01655253000286
"SoxN",0.496350482739241,3.8701544981589,2.66929841793404,0.0191667107530085,0.073134870274374,-4.25363089382916
"lncRNA:CR46043",-0.309610012543999,2.66087169595324,-2.63678246724824,0.019185308103418,0.0731744923241968,-4.06556949403605
"Slc45-1",0.182876280613908,4.87630767587637,2.63660019005065,0.0191921943648711,0.0731744923241968,-4.38798051116797
"lncRNA:CR44188",-0.845455614520716,-1.80473312914509,-2.6365881265465,0.019192650196933,0.0731744923241968,-3.16698981589231
"Khc",-0.220341749785564,6.54127226705808,-2.63649153078315,0.0191963005454159,0.0731744923241968,-4.45314455808732
"CG11404",-0.201274662212205,4.84020798625082,-2.63591558659543,0.01921807936295,0.0732391921708823,-4.38496217538273
"AgmNAT",-1.26729853795877,-1.36244107399626,-2.63553918607078,0.0192323255032905,0.0732751601675369,-3.19664302018352
"cdm",-0.197855457490073,4.67740711083629,-2.63511174683062,0.0192485157394377,0.0733185153384231,-4.37438606501748
"CG10527",0.267569040487347,6.75207467397062,2.63454750944147,0.0192699076692256,0.0733816573910541,-4.4564273983757
"Glt",-0.398920774959733,7.84451007602142,-2.65765855733145,0.019311141500801,0.073520308886387,-4.41343480140838
"CG42404",0.244104807510787,3.36145972289499,2.63304625341579,0.0193269366226944,0.0735620664659996,-4.21077370878616
"Gr43a",0.817313166838971,-1.58418469731726,2.63231696746001,0.0193546991363372,0.0736272116327674,-3.1944490232983
"Pos",-0.279133603071188,4.07493707486592,-2.63211081549297,0.0193625539220682,0.0736272116327674,-4.31781487369123
"lncRNA:CR45038",0.597164473238663,-1.33328478761712,2.6318089532499,0.0193740610051821,0.0736272116327674,-3.24190220631032
"mil",-0.187044592843057,7.83433862301703,-2.63178015197014,0.0193751592638867,0.0736272116327674,-4.43658271499724
"Cdc7",-0.212716717759006,7.41955907249894,-2.63168703308763,0.0193787105112411,0.0736272116327674,-4.45008021191544
"CG43066",0.218752667591581,6.40273182825922,2.63165052415482,0.0193801030130999,0.0736272116327674,-4.46173388807476
"CG13365",0.279372389247113,3.24715286799362,2.63159709958191,0.0193821408752654,0.0736272116327674,-4.19948742378131
"micropia{}1243",-0.574276061206042,0.661492221984484,-2.63158239939833,0.0193827016450566,0.0736272116327674,-3.61790717932299
"st",0.2244554039181,3.70102101715813,2.63068849579084,0.0194168309480563,0.0737384758655317,-4.26892583677245
"CG7166",0.301385179835863,2.62362734030827,2.62969010279965,0.0194550182369001,0.0738650916617731,-4.07918100868818
"bun",-0.140210170572172,9.00798487544428,-2.62934026139975,0.0194684163774902,0.0738840619168097,-4.39870831536633
"lncRNA:CR44320",0.620461157783699,-1.03513650049499,2.62925315040078,0.019471753917847,0.0738840619168097,-3.28617373050882
"CG17821",0.3581496668147,2.51684508707404,2.62917995207487,0.0194745588398835,0.0738840619168097,-4.06402031667902
"invader6{}2302",0.660223737068451,-0.709557558551256,2.62898530652234,0.0194820194542896,0.0738939712502173,-3.34509388015316
"CG14500",-0.245649519258735,5.22938860263823,-2.62818768807427,0.0195126203782397,0.0739853448303076,-4.42683190929863
"HIP",-0.167064529767954,6.09412081416507,-2.6281043771784,0.0195158193056323,0.0739853448303076,-4.46398591503209
"CG11134",-0.254163294139768,4.31299307119171,-2.62783990802456,0.0195259776051821,0.0740054460838037,-4.35265826283414
"CG31077",-0.713250734421687,4.02752809002816,-2.70418651669838,0.01953083975114,0.0740054693703065,-4.23746030308802
"CG13705",-0.789102533361385,0.305919179882845,-2.62734894177626,0.0195448492228962,0.0740401447071682,-3.54386881677598
"CG32152",-4.5430485628748,0.287917619299647,-2.75699639359484,0.0195882939916107,0.0741862824135555,-3.27173515275958
"CG17377",0.225921589600903,8.27987586361468,2.62570140790465,0.0196083053686233,0.0742436208243028,-4.43163288584427
"bsf",0.170087196630585,5.11038858843283,2.62556538282094,0.0196135533638806,0.0742450455205017,-4.42573125806015
"CG44141",5.0560862757815,1.54180212143436,2.76181767780957,0.0196305384889355,0.0742908881478462,-3.42149709432411
"Dscam4",0.466802524050373,3.96415170984667,2.65251117679743,0.0196356612339108,0.0742918265155909,-4.2959584279636
"Acp53C14b",0.320169567294045,9.18075922841803,2.62475948974181,0.0196446734047738,0.0743074764677965,-4.39904174290926
"CG6567",-0.172287022276825,4.61294255747411,-2.62452705694076,0.0196536577842391,0.0743104437934353,-4.38784777813866
"nero",0.214160916537807,4.66736714236527,2.62448691280501,0.0196552099036311,0.0743104437934353,-4.39602150728305
"Muc68E",-0.968989131778412,5.00810817745728,-2.73681239555625,0.0196675471897524,0.074338645627933,-4.30858493585095
"Arc42",0.188359765800486,4.48831177848567,2.62328541784845,0.0197017188796867,0.074449341861251,-4.38026416204431
"Spn27A",-0.227928013521992,5.8373925916744,-2.62276604692372,0.0197218561941252,0.0745069629148408,-4.46653635802635
"clu",-0.185237181750008,7.07264121398632,-2.62200814046587,0.019751277764726,0.0745874495094254,-4.47622099309196
"Rh5",0.814692457694033,3.38502636173675,2.70452506903575,0.0197529492270368,0.0745874495094254,-4.16715486595067
"MICAL-like",-0.148226775112579,5.40533095989482,-2.62183288177663,0.0197580872495842,0.0745883699984304,-4.45063996651924
"CG12831",-0.193516056334566,5.52031041936234,-2.62102321068827,0.0197895755454795,0.0746860244667279,-4.45901408262017
"CG7567",-0.799324502508789,2.81432668017684,-2.68361331065516,0.0197945850468949,0.0746860244667279,-4.04114203496006
"Usp8",0.14856577796197,5.71089622190108,2.62078991613512,0.0197986574045657,0.0746860244667279,-4.46706816346042
"dyw",-0.508476896311102,0.311788341642881,-2.62001513228174,0.019828847606877,0.0747814000318747,-3.54742734264879
"gammaSnap2",0.499291088593109,0.701293510611853,2.61953061033153,0.0198477500359319,0.0748341688638303,-3.66633085305567
"CG10214",-0.27903518712672,2.7180647952189,-2.61895725513496,0.0198701405278249,0.0749000597685014,-4.11763639557435
"CG9263",0.31945364477714,4.8375171451007,2.61799729376167,0.0199076831980796,0.0750230197672438,-4.42281895869545
"Mvd",-0.314388058489987,1.61842580394129,-2.61682771379581,0.0199535161967782,0.0751771537302596,-3.8726376264558
"CG13133",0.221285879676858,2.34827537179784,2.61661164360961,0.0199619945918137,0.0751905085465251,-4.04662993571315
"CG11714",0.228421016069107,7.56227622368265,2.61647135061685,0.0199675014196697,0.0751926665766656,-4.47359246191658
"Cen",0.207616486120702,4.52755067263121,2.6161950820999,0.0199783498879008,0.0752149338665039,-4.39609341963055
"CG10616",0.165076084332833,6.55331898108419,2.61589112172634,0.0199902923224963,0.0752413077290302,-4.49241240852612
"CG34160",0.352504490270557,5.62788957608677,2.62853387160495,0.0200132703953495,0.0753091952654632,-4.46376919470284
"CG7523",-0.21425506844939,5.3726482722734,-2.61439421847609,0.0200492053178793,0.0754072628916182,-4.46205144240091
"CG30344",0.186434153438066,4.97395567687858,2.61439365209863,0.0200492276402124,0.0754072628916182,-4.43868303977489
"lncRNA:CR44377",-0.545107784632339,-0.0184699473984065,-2.61396942521587,0.020065954200928,0.0754515524357617,-3.50017346642498
"CG14280",0.457620707185194,1.8527517831057,2.61308542890746,0.0201008519461529,0.0755641301577133,-3.9463444952049
"CG7730",-0.303106419291794,4.05755574716104,-2.61243504713157,0.0201265645872737,0.0756421317657341,-4.35266557908439
"ND-SGDH",-0.273689379261413,8.26923772067181,-2.61189522421265,0.0201479303984375,0.0757037621479753,-4.45944477530089
"Mst84Db",0.283309972485252,8.34697321043732,2.61148469642163,0.0201641934353087,0.0757278986558796,-4.45541282214382
"atos",-0.242929915303833,7.42946569918228,-2.61148220491329,0.0201642921749055,0.0757278986558796,-4.48825020154874
"Gale",-0.213661129629148,6.59290371716565,-2.61128898082596,0.020171951152407,0.0757379984140633,-4.50087194777152
"CG5246",0.40989203854473,3.3080684585469,2.6149625217481,0.020193015991865,0.0757984147083798,-4.23329561796071
"lncRNA:CR44817",-0.925475651273648,-1.84339920841811,-2.61046018296601,0.0202048346995018,0.0758241026398443,-3.21581636985869
"VAChT",0.481881190945087,5.79745190426468,2.65767266802278,0.0202357768786218,0.0759215262506637,-4.44864471590106
"Adi1",-0.224021984478943,5.27570449941398,-2.60832192765322,0.0202899113407223,0.0760797898109433,-4.4689919622088
"CG17781",0.609864563050257,-0.360661077217663,2.60829126136858,0.0202911339950739,0.0760797898109433,-3.42468210922457
"CG15262",0.209366087189527,3.97723629979847,2.60824606566739,0.0202929360617772,0.0760797898109433,-4.35241985874896
"nonC",-0.168022013742611,5.69775145587493,-2.60812013740264,0.0202979579533005,0.0760799014285044,-4.49036912738393
"PsGEF",0.416388670278567,5.38956254118633,2.6367347323256,0.0203166858328298,0.0761313725331512,-4.45093507154415
"CG6171",0.224891477942671,3.26065113119286,2.60594137449854,0.0203850346765633,0.0763687139800456,-4.2494782424228
"Ppt2",-0.180212634093973,4.58114197449583,-2.60509187530699,0.0204190833234527,0.0764774710861193,-4.42399751182881
"Ir25a",0.406500170041508,0.880885821019801,2.60404753244705,0.0204610165716165,0.076615698415586,-3.72294762284297
"CG46434",-0.214476549927805,6.97568446063016,-2.60374373732794,0.0204732303558974,0.0766426014797042,-4.51166982100228
"CG42594",0.658949935767627,1.70148055111245,2.61825550626318,0.0205009542505238,0.0767275399749467,-3.91243769553156
"CG34384",0.286352288367189,4.99571542335309,2.6024129667345,0.0205268155142646,0.0767745172221998,-4.46328832615519
"CG33177",0.65612805592063,0.371700102781768,2.60225093852642,0.0205333490051125,0.0767745172221998,-3.58243373406261
"ClC-c",-0.207727367768392,5.47067369446538,-2.60224980253976,0.0205333948187667,0.0767745172221998,-4.49027492664036
"CG43954",-0.459531707143264,4.76754141251498,-2.63645073686451,0.0205336569683521,0.0767745172221998,-4.40984234983978
"Hsf",-0.161381932745736,5.2335317066705,-2.60178204909378,0.0205522674032283,0.0768129367099102,-4.47802637024936
"CG12010",0.356888395716667,1.05093645203582,2.60173880932062,0.0205540128545285,0.0768129367099102,-3.77183044271737
"lncRNA:CR44991",1.02861749024508,-0.615780575447086,2.60121356288857,0.0205752267796178,0.0768274568753654,-3.39358498308554
"springer{}300",1.2176118922848,2.43744421582892,2.70112162951163,0.020575726490723,0.0768274568753654,-4.00147536816539
"CG11456",0.318669569128193,1.80001135873961,2.60117763460209,0.0205766786403854,0.0768274568753654,-3.95747786696176
"CG10431",0.196315293975839,3.10412766872137,2.60114338087359,0.0205780629242285,0.0768274568753654,-4.22847536549586
"CG6574",0.247401190460941,3.80789035554423,2.59993136619381,0.0206271014344347,0.0769916791233861,-4.34245461310086
"Nadk1a",-0.233712603848857,6.3653053020563,-2.59941346810176,0.020648090072025,0.0770511490444813,-4.52206444016232
"CG11726",-0.276639742558271,3.84482899197536,-2.59911673608552,0.0206601248738294,0.0770771855758042,-4.34876462128006
"Pepck2",-0.449978112968027,4.63469458866608,-2.62964847959916,0.0206768872297029,0.0771208422370712,-4.40785678768895
"trpl",0.364087309653179,7.05272159882694,2.61636131890738,0.0206845691154327,0.07713061740132,-4.5040927163358
"mRpL19",0.26208284422958,3.28235172328401,2.59832350721074,0.0206923296846582,0.0771406811140387,-4.26508084804639
"CG32719",-0.224399944045455,5.31196543305896,-2.59705316707253,0.0207440057901587,0.0773144162978771,-4.4928079685512
"CG43312",0.397474947538888,2.06176119466163,2.59634811955585,0.0207727399965721,0.0774021099887296,-4.01633923301796
"Gpxl",0.288419253573054,4.80764072427329,2.59622669831311,0.0207776923860822,0.0774021099887296,-4.46111858977481
"jeb",0.442878097655308,5.83599301935694,2.63368369881409,0.0208024284458744,0.0774753200183591,-4.48540257298056
"CG14414",0.241202142145358,3.43009281994885,2.59547220020742,0.0208084914786386,0.0774789665610682,-4.2974235010089
"Schip1",0.382295369303544,3.05609316366469,2.59501979050584,0.0208269802103321,0.0775266384985144,-4.22931009740821
"CG14102",0.407250014975173,1.04562984072915,2.59489567393705,0.0208320552755045,0.0775266384985144,-3.78591008349244
"lncRNA:CR46019",-0.615935547644983,-1.3324721480779,-2.59478563133947,0.0208365558589183,0.0775266384985144,-3.2953954821994
"l(3)L1231",-0.17289521034069,6.97963950687569,-2.59434115570911,0.0208547438010598,0.0775654157447611,-4.52988014089595
"CG32985",0.341520188611078,4.22421689111277,2.59599021329164,0.0208584347483098,0.0775654157447611,-4.40791395717143
"CG43707",0.354984622138164,4.50536811165382,2.60078885705656,0.0208622466625837,0.0775654157447611,-4.43184521937852
"Tim17b",-0.1690892822607,6.03958706119858,-2.59397995625192,0.0208695353409494,0.0775735899014804,-4.52769130423726
"CenG1A",-0.207037328051158,5.92731099802485,-2.59382072845311,0.0208760591131539,0.0775789175529055,-4.52448316688108
"CG13049",-0.526645587822438,0.422482551084248,-2.59357102273667,0.0208862938391387,0.0775980297680335,-3.63115543356761
"nkd",-0.220597848039042,4.60291850752696,-2.59314184437831,0.0209038959266769,0.0776444976657462,-4.44365679909913
"asRNA:CR45161",0.477725336380021,1.41802562062589,2.59237328107722,0.0209354530611792,0.0777427642915134,-3.8664327882003
"sordd1",-0.14100311925935,7.04763367102449,-2.59217398932019,0.0209436434473859,0.0777542329203803,-4.53260879722156
"CG1486",0.174099075611478,5.50618008793862,2.59182895823987,0.0209578306450242,0.0777879539771477,-4.51303908707064
"SerT",0.332243547199327,2.17579476755696,2.59113308431861,0.0209864721657632,0.0778581263072152,-4.04966160490728
"CG14183",-0.185977694079059,6.92816590704831,-2.59112137927448,0.0209869542565643,0.0778581263072152,-4.53633297745877
"Tsp26A",0.275217084261267,3.08631474602184,2.59000459724422,0.0210329997623881,0.077997795642456,-4.24195966495521
"lncRNA:CR45435",-0.539325565441762,-0.163618498313704,-2.58996004746771,0.0210348385886151,0.077997795642456,-3.51195360673729
