"","logFC","AveExpr","t","P.Value","adj.P.Val","B","geneid"
"Octbeta3R",0.421126498722249,2.67614661757296,3.03781172317476,0.00878389166966264,0.0330740787802183,-3.28338234021338,"Octbeta3R"
"Gcat",-0.359698296614053,2.74027169588572,-3.03774659643737,0.0087850308991026,0.0330740787802183,-3.30513235826074,"Gcat"
"lncRNA:CR45945",-0.526296272261234,0.475217297310999,-3.03751145837598,0.00878914526689323,0.0330813963614356,-2.78591179986576,"lncRNA:CR45945"
"sw",-0.178176947957229,6.3783138235867,-3.03685312827481,0.00880067463938234,0.0331166127170832,-3.69429679338728,"sw"
"CG42594",0.714852971454903,1.70148055111245,3.08738734759197,0.00881582626555909,0.0331654387279982,-3.0363436201802,"CG42594"
"CG15422",-0.333942401768128,4.26862500937291,-3.03733189544552,0.00883627761133987,0.0332341734444274,-3.56056433581481,"CG15422"
"ssp6",0.510042397426779,2.88702019987014,3.072812933069,0.00884063027721508,0.0332357497039601,-3.30193423224237,"ssp6"
"CG1523",-0.166129179183286,4.11743048390528,-3.03455390908962,0.0088410583530088,0.0332357497039601,-3.54600146566841,"CG1523"
"CG4020",0.290197826637797,3.92597766146976,3.03433502365259,0.00884491241001602,0.0332420382561391,-3.52150502745975,"CG4020"
"CG3348",-0.203616536566321,4.04996122109613,-3.03252850800619,0.00887678434271922,0.0333535979741225,-3.54751637694659,"CG3348"
"botv",-0.225616468663127,3.6349805818414,-3.02954309070452,0.00892970421918419,0.0335300003611175,-3.48349753487835,"botv"
"CG7860",0.322198384401659,4.52982763570705,3.0326635187197,0.00892990467248695,0.0335300003611175,-3.60794176046228,"CG7860"
"CG16789",0.409066244349729,0.855334395337128,3.02949487520724,0.00893056144525007,0.0335300003611175,-2.88717890864683,"CG16789"
"17.6{}6493",3.01095894944337,-2.92720263772513,3.13908545085303,0.00893253290460217,0.0335300003611175,-2.39364459299004,"17.6{}6493"
"l(2)41Ab",-0.20198088738909,5.26808058479935,-3.02893500403878,0.00894052138050272,0.0335517226887125,-3.67284770373955,"l(2)41Ab"
"epsilonTry",-0.448651981013251,9.03271670921718,-3.11121148370294,0.00894386649902294,0.0335560131573387,-3.58005388883377,"epsilonTry"
"CG13893",0.17667171194938,5.73916685469903,3.02859900154153,0.0089465040286364,0.0335576474025151,-3.69605544490405,"CG13893"
"CG32507",0.459600892635956,-0.153562384769784,3.02732143855488,0.00896928763013186,0.0336348286129945,-2.67694334070974,"CG32507"
"CG32625",-0.614248387530469,-0.594590813050265,-3.02690786409667,0.00897667544057849,0.0336542518362648,-2.59246383745038,"CG32625"
"Mccc2",-0.209334582540629,3.72343848563389,-3.02661068418552,0.00898198776930059,0.0336658862774572,-3.50746268407543,"Mccc2"
"TwdlJ",2.47477905480333,-3.38803992774037,3.08083780953765,0.00898578656030658,0.0336718434175245,-2.42210974326213,"TwdlJ"
"Glt",-0.405443664391296,7.84451007602142,-3.09473340522864,0.00899794598125497,0.0336965154441395,-3.64030586015619,"Glt"
"asRNA:CR46354",0.683042813722876,1.01593088990802,3.0274740217024,0.00899872647216409,0.0336965154441395,-2.92752842819391,"asRNA:CR46354"
"CG17572",0.457213105670268,1.48198156391258,3.02565994842281,0.00899900379643359,0.0336965154441395,-3.05042521058093,"CG17572"
"CG7714",0.732783105261368,0.0501796067545251,3.0255351366967,0.00900124000779256,0.0336966096091277,-2.706685273039,"CG7714"
"Pi4KIIalpha",-0.168671830437464,6.58952488140533,-3.02473939727221,0.00901550992231589,0.0337417414577834,-3.71915307322396,"Pi4KIIalpha"
"pall",0.202616660078989,3.73689950787386,3.024072196894,0.00902749197675209,0.0337782906274741,-3.51169799825854,"pall"
"Tsp42Ek",0.322402860284807,1.25864858931351,3.02384336904158,0.00903160504917196,0.0337791432783778,-3.00134869410185,"Tsp42Ek"
"Josd",-0.176464900035264,4.09371686769636,-3.0237754010622,0.00903282709789028,0.0337791432783778,-3.56263425182115,"Josd"
"lncRNA:CR45238",0.41709077653165,2.31273482885646,3.02368964020354,0.00903436929151365,0.0337791432783778,-3.23351318948613,"lncRNA:CR45238"
"CenG1A",-0.217795064543912,5.92731099802485,-3.02347068485679,0.00903830783288228,0.0337855804201928,-3.71242304733852,"CenG1A"
"CG43737",0.442304182271727,4.53909697370772,3.09338260145575,0.00904103559110402,0.0337874895557688,-3.5640307269661,"CG43737"
"Doc{}391",0.774263301079329,-0.296619690315058,3.02297662977137,0.00904720106431841,0.0338022417799001,-2.66668371844578,"Doc{}391"
"Klp67A",-0.198243930944577,5.04672465026438,-3.02096089173448,0.00908357496030694,0.0339298241164406,-3.67104256969708,"Klp67A"
"soti",-0.175816900889988,7.38250832421125,-3.02074267243283,0.00908752136898397,0.0339362474058603,-3.71381890727346,"soti"
"CG12376",-0.226052748744115,5.23538188057863,-3.01957234602482,0.00910871515633888,0.0340037264841966,-3.69034897491992,"CG12376"
"CG4743",0.464506645499597,1.98145108026458,3.01949853299986,0.00911005349310858,0.0340037264841966,-3.19466863574487,"CG4743"
"Kots",0.337814650254791,1.10676172328993,3.01921444772406,0.00911520618130789,0.0340146283553213,-2.96811586239671,"Kots"
"Lap1",-0.144801382353157,5.24315334272854,-3.0189859556903,0.00911935261695927,0.0340217708402593,-3.68753730904493,"Lap1"
"wuho",0.20371116389615,3.33788438461278,3.01877754149969,0.00912313632474305,0.0340271348862971,-3.46025211705529,"wuho"
"CG43318",-0.320857269536508,2.5386580385865,-3.01866082702979,0.00912525592390397,0.0340271348862971,-3.3101280741827,"CG43318"
"CG30271",-0.163011812455125,6.3858199829781,-3.01837661145262,0.00913041946928618,0.0340380608395111,-3.73088106840445,"CG30271"
"CG11192",0.556393664776321,-0.171568721213568,3.01811009265402,0.00913526412552525,0.0340477929256554,-2.69677391549581,"CG11192"
"yellow-f2",-0.29164247061523,4.10098635058523,-3.01797155497893,0.00913778340208543,0.0340488555129051,-3.57365697221653,"yellow-f2"
"CG46434",-0.21412713280772,6.97568446063016,-3.01695568409069,0.00915627775319891,0.0341094287359451,-3.72983569826793,"CG46434"
"CG3708",0.263604307809079,3.98007731411472,3.01620056667326,0.00917004891712632,0.0341523815975086,-3.57332184085899,"CG3708"
"Orct2",0.253581013625003,2.67574121630433,3.01568651678592,0.00917943539973741,0.0341789874155871,-3.33256740206072,"Orct2"
"CG43210",3.87456837064558,-3.15198927669286,3.15836056664002,0.00919375367940827,0.0342239389531466,-2.42688749799322,"CG43210"
"Ca-Ma2d",-0.220443133497968,4.70596913964609,-3.01473823168596,0.00919677585257241,0.0342268288139691,-3.65291828816063,"Ca-Ma2d"
"ebd2",-0.344601434645611,1.66302380621461,-3.01438405983192,0.0092032605709555,0.0342426003665434,-3.09744769283208,"ebd2"
"pds5",-0.16952212960804,5.03184590460415,-3.01419426715854,0.00920673744178728,0.0342471756438463,-3.68112679536454,"pds5"
"sp3",0.130626037843594,5.23843734107571,3.01403971750041,0.00920956964263397,0.0342493512332215,-3.69829687271151,"sp3"
"CG11588",-0.273686023159541,4.68256070253625,-3.01309434195409,0.00922691285763406,0.034305477421406,-3.65921561622674,"CG11588"
"Amyrel",-0.498440225875447,2.43627518173122,-3.0236752884681,0.00924310899557525,0.0343573124616016,-3.26963557643835,"Amyrel"
"Frq1",0.462500091805414,5.79011187512364,3.115234656744,0.00925251212501996,0.0343838782700084,-3.65327143358157,"Frq1"
"Tpst",0.416245277238527,5.90886910594022,3.0910158863361,0.00925940800795356,0.0344011160510025,-3.67481054653348,"Tpst"
"CG4646",0.191616106806711,3.06802274898047,3.0100584982889,0.00928282463326322,0.0344797093372975,-3.42184995285495,"CG4646"
"CG42524",0.319935290235414,2.46856483377929,3.00960303217652,0.00929124184525998,0.034502564747018,-3.31460880591981,"CG42524"
"Sfp36F",-0.928633692063264,1.99231102159298,-3.14915127439194,0.00930765741453101,0.0345551032880518,-3.12629989724127,"Sfp36F"
"asRNA:CR44165",-0.895656170972395,-0.824483183237919,-3.00850949587071,0.00931148163526482,0.0345604627120757,-2.60342484710978,"asRNA:CR44165"
"CG30076",-0.990872177553296,-1.91369931130379,-3.00839320845311,0.00931363650646292,0.0345604627120757,-2.48326317565452,"CG30076"
"p53",0.25299303661798,2.35999847606216,3.00760536389615,0.00932824867526523,0.0346062584739635,-3.2923027410151,"p53"
"Stalker2{}1673",4.96107654978386,-2.46884459087177,3.23140629383102,0.00933468240148881,0.0346216986611559,-2.38306412333888,"Stalker2{}1673"
"CG11638",0.42611431224604,2.72441690586284,3.00678498073067,0.00934348838103282,0.0346459277194502,-3.35452062454731,"CG11638"
"PIG-A",0.443624860271228,0.96121133972116,3.00598074686733,0.00935845193796143,0.034692971913046,-2.96320744482296,"PIG-A"
"Nhe2",0.18133818059788,6.50302034139774,3.00530923812596,0.00937096412646586,0.034724655998105,-3.75730411701917,"Nhe2"
"CG1239",0.312742668179162,1.48895653286995,3.00521916226136,0.00937264376056331,0.034724655998105,-3.083267524195,"CG1239"
"CG32432",0.512106674701338,4.1395124911999,3.09725522741707,0.00937383430290053,0.034724655998105,-3.53151204368619,"CG32432"
"CG13067",-0.392072400002126,4.31453590111143,-3.04097762588463,0.00937823247057185,0.034732506160757,-3.59317269014301,"CG13067"
"P5cr",-0.232808292206629,3.6373470094115,-3.00370990668869,0.009400830896582,0.0348077412205806,-3.53889668916298,"P5cr"
"CG8654",-0.17220202393379,6.06486059955225,-3.00342196576703,0.00940621802679042,0.0348192282555953,-3.75608872266701,"CG8654"
"retn",0.194822909413667,5.53970463826544,3.00307920213827,0.0094126348141288,0.0348345202931819,-3.73509641041382,"retn"
"ohgt",0.162541464129348,5.29697195780102,3.00275707232911,0.00941866925761649,0.0348483902612467,-3.72444638710876,"ohgt"
"CG45076",0.222937751042221,8.2301258619985,3.00258883637317,0.00942182233135343,0.034851595225686,-3.72248911713142,"CG45076"
"INE-1{}4114",0.512991260209914,-0.225365964642303,3.00237771561993,0.00942578062419419,0.0348577764408443,-2.70655678847757,"INE-1{}4114"
"BS{}155",0.786027514508028,0.33477597812644,3.00192764704659,0.00943422441557134,0.0348805385961444,-2.79564964537587,"BS{}155"
"CG17124",0.183978397966624,6.79980469776168,3.00130903899471,0.0094458423747254,0.0349150225056549,-3.7641225744442,"CG17124"
"Cyt-c-p",-0.457591705814624,10.4221921714631,-3.07259650625981,0.00945761992908031,0.0349500794663394,-3.58015181749417,"Cyt-c-p"
"comm",0.234362324061317,3.08054616646861,3.00008529960975,0.00946886678080927,0.0349831587247353,-3.44768134447148,"comm"
"FB{}rdgA[FB.1626]",0.491547379914547,0.0541975196774875,2.99965535646457,0.00947696920803236,0.0350046075449377,-2.9636598891354,"FB{}rdgA[FB.1626]"
"CG10910",-0.841957521105484,6.51059163034537,-3.22192624298557,0.00948358061991893,0.0350205400163713,-3.59164560304314,"CG10910"
"fra",-0.177128214542962,4.95538317798321,-2.99893403600828,0.0094905781058783,0.0350378901001902,-3.70414489394255,"fra"
"CG31036",-0.306474346074493,1.90435986903465,-2.99870058111053,0.00949498674442975,0.0350427282212514,-3.18263635648558,"CG31036"
"CG13855",-0.199343655764198,5.08817790143438,-2.9986211413029,0.00949648737229451,0.0350427282212514,-3.7181392804233,"CG13855"
"GATAd",-0.196430352503935,5.4040121535371,-2.99829930468892,0.00950256930005527,0.0350566826755852,-3.73669761185756,"GATAd"
"MICAL-like",-0.133814627215244,5.40533095989482,-2.99801322062758,0.00950797881704432,0.03506531685372,-3.73898356462856,"MICAL-like"
"atos",-0.264617588594421,7.42946569918228,-2.99793219581953,0.00950951145383366,0.03506531685372,-3.75863133725212,"atos"
"bru2",-0.245941800600327,6.68552483847447,-2.99688018837016,0.00952943299168253,0.0351302754700633,-3.77323312375864,"bru2"
"CG3065",0.186672174509517,4.9408452715614,2.99675557515977,0.00953179547822795,0.0351304868411594,-3.7057547012709,"CG3065"
"CG13202",-0.228664817086998,2.89124299231277,-2.9966191546108,0.00953438247722114,0.0351315253754473,-3.42158015429225,"CG13202"
"opus{}127",1.20968994560787,0.165077803829241,3.06317297753996,0.00956114256961687,0.035221612946812,-2.74022199440051,"opus{}127"
"CG30002",0.301536914276051,3.46111781539773,2.99470433375908,0.00957076716960528,0.035248225928729,-3.53222105412091,"CG30002"
"lncRNA:CR44955",-0.334062418058405,2.44410335309334,-2.99444953982137,0.00957561897767351,0.035248225928729,-3.31896290287156,"lncRNA:CR44955"
"Oda",-0.185489668539264,10.4544195399859,-2.99439072843043,0.00957673921373934,0.035248225928729,-3.64336157789251,"Oda"
"stg1",0.542325346267725,0.921217825356863,2.99434457960088,0.00957761834454506,0.035248225928729,-2.95744268485923,"stg1"
"tapas",-0.140681017225401,6.47447058521237,-2.99403346031081,0.00958354721459164,0.0352615305529639,-3.779009504007,"tapas"
"CG13409",0.358998459314272,2.3344874714435,2.99343407775105,0.00959497960192662,0.0352950734089698,-3.2998569415301,"CG13409"
"CG32195",-0.266517981996362,4.46691097332225,-2.99274267388961,0.00960818387236108,0.0353351163645711,-3.67068758608002,"CG32195"
"CG3793",0.201900989925992,3.43801598468216,2.99255240399855,0.00961182074555021,0.0353399633684403,-3.53089267890057,"CG3793"
"Rbp9",-0.176001992573189,8.9028352809104,-2.99166561012225,0.00962878909242557,0.0353938122934312,-3.71672543559813,"Rbp9"
"Cen",0.223685421429738,4.52755067263121,2.99112287398623,0.00963918863759662,0.0354234952584935,-3.67910267948832,"Cen"
"CG14330",0.341381903101574,1.88250329434789,2.99015219457372,0.00965781576777996,0.0354802032375891,-3.21068629319931,"CG14330"
"CG5937",0.413631117866238,3.84249606402759,3.02416879294823,0.00965927580267436,0.0354802032375891,-3.56215611490881,"CG5937"
"Hex-t1",-0.269042215378322,3.61835335185208,-2.98957883198004,0.00966883514197796,0.035506758449095,-3.5632517133533,"Hex-t1"
"CG1631",-0.195421953577213,4.34442688769136,-2.98854960245401,0.00968864686450908,0.0355658576809419,-3.66564649209667,"CG1631"
"Bx",0.209912440987057,4.4220146972997,2.98838096339499,0.00969189682530213,0.0355658576809419,-3.67342686276872,"Bx"
"Rh5",0.89340105223169,3.38502636173675,3.17685222591716,0.00969192958982622,0.0355658576809419,-3.37888494033164,"Rh5"
"CG16984",-0.231277279340074,6.4337378901833,-2.98712462396097,0.00971614246986027,0.0356437824208088,-3.79198354398658,"CG16984"
"CG4949",0.452073401909701,1.0559213278938,2.98703666199001,0.00971784225449215,0.0356437824208088,-3.01398419831457,"CG4949"
"Su(var)2-HP2",-0.186931734938312,5.69365580989819,-2.98662351795225,0.0097258298079029,0.0356644962156978,-3.77614307995133,"Su(var)2-HP2"
"CG14657",0.153740554294314,4.75362786425723,2.98579546561859,0.00974185851466092,0.0357146797602676,-3.71134002806035,"CG14657"
"CG9692",0.240346455349055,4.80846993479467,2.98523785597137,0.009752666899511,0.0357457055191312,-3.72080079263969,"CG9692"
"Ipk1",-0.310716529366493,2.25402750330574,-2.98489975251236,0.00975922625837952,0.0357611464721577,-3.30482858775216,"Ipk1"
"asRNA:CR45882",0.323512625014009,2.66989652726341,2.98467137304344,0.00976365938316266,0.0357687906248555,-3.40394209257189,"asRNA:CR45882"
"DZIP1",-0.237684865310472,2.79335614339171,-2.98448829711836,0.00976721454410285,0.0357732154895764,-3.41930115662358,"DZIP1"
"CG8405",-0.184861607610577,6.50164546121506,-2.98404617798299,0.00977580534106789,0.0357960772219785,-3.79839644303219,"CG8405"
"sov",0.21363395076502,5.2081716577141,2.98311475851518,0.00979392809109706,0.0358490854353982,-3.75381976059943,"sov"
"lncRNA:CR44389",0.569592913923362,7.40166932469357,3.13344058690683,0.00979498633549856,0.0358490854353982,-3.66800443277143,"lncRNA:CR44389"
"CG2852",-0.136402901167411,7.46793618881283,-2.98231021031265,0.0098096089431344,0.0358939832637139,-3.78679267016938,"CG2852"
"RpL23A",-0.167187080901769,9.53070723853887,-2.98197117439347,0.0098162242491317,0.0359049288457258,-3.70846420710926,"RpL23A"
"Atf6",-0.179979199878664,4.7722378533256,-2.98184812614154,0.00981862626742062,0.0359049288457258,-3.7251497648852,"Atf6"
"Shab",0.287323178888444,6.41795086273002,2.98491636172575,0.00981978650725057,0.0359049288457258,-3.799686307162,"Shab"
"Muc68E",-1.1173692864318,5.00810817745728,-3.22242159569598,0.00982202417046134,0.0359049288457258,-3.54129904694829,"Muc68E"
"rst",0.259289308557413,2.20451668310528,2.98148191498693,0.00982577848373789,0.0359100393506392,-3.30077474544572,"rst"
"CG7514",0.26225607571115,4.73176855958516,2.98114424682708,0.00983237779647396,0.0359255424642204,-3.72687344022222,"CG7514"
"Ten-a",0.323529344737789,6.10761647789127,3.00594654113813,0.00985564506787299,0.0360019249363338,-3.78243019320162,"Ten-a"
"daw",-0.277344263294482,4.6110255108096,-2.97975466207105,0.00985958154419331,0.0360067335398678,-3.70858153959747,"daw"
"ND-49L",-0.227257705238307,5.53494631502685,-2.97964728530303,0.00986168673198218,0.0360067335398678,-3.78396996762827,"ND-49L"
"CG1695",0.37328595903182,3.55021378308265,2.98442027260015,0.00986727795464595,0.0360185188092945,-3.5660149186513,"CG1695"
"nAChRalpha3",0.480545848803288,3.89865632562485,3.05105795528619,0.00987150588541977,0.0360253232025377,-3.57305451637313,"nAChRalpha3"
"CG14212",0.276750333437969,2.4007068292682,2.97898361339147,0.00987470826274569,0.036028382553087,-3.35589648728626,"CG14212"
"Tango2",0.173987762525275,4.74658610371908,2.97867829119437,0.00988070450578191,0.0360416315624979,-3.72469164015521,"Tango2"
"CG34325",-0.142953407563156,5.44905155780078,-2.9784120801694,0.00988593556987498,0.0360520837724084,-3.78088123360831,"CG34325"
"bin",-0.337176041933515,1.11455522826527,-2.97646681565884,0.00992424306277563,0.0361768135781173,-3.03963133948284,"bin"
"Arp1",0.188057048757557,5.36311613237548,2.97643424716794,0.00992488566732995,0.0361768135781173,-3.77980600718006,"Arp1"
"Faf2",-0.161879216897535,6.51489790141117,-2.97608262516528,0.00993182608550153,0.0361934551752853,-3.81411128143999,"Faf2"
"Plod",0.280238096967722,3.97529880778339,2.97548545430808,0.00994362417792568,0.0362277868686558,-3.64323805543478,"Plod"
"Ssadh",-0.212865521942489,5.44134788509679,-2.97504972565267,0.00995224142680671,0.03625051609573,-3.78544778918273,"Ssadh"
"CG10761",0.221417118496646,4.62340372085443,2.9748272957941,0.00995664317834639,0.0362578834021503,-3.72828513309907,"CG10761"
